model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
Classic_ML_SVM,chb17,0.9788,0.9661,0.9915,57,2,232,2,0.968,0.0122,,N/A
