model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
EpiDeNet_CNN,chb17,0.9511,0.9322,0.9701,55,7,227,4,0.932,0.0259,0.055505,64
