model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
EpiDeNet_CNN,chb15,0.9118,0.8367,0.9868,333,21,1573,65,0.9059,0.0092,0.108528,24
