model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
SPDNet_classic,chb17,0.7965,0.6271,0.9658,37,8,226,22,0.8194,0.0155,0.271735,139
