model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
SPDNet_v2,chb14,0.8821,0.8235,0.9407,28,8,127,6,0.901,0.0373,0.144282,77
