model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
SPDNet_v2,chb04,0.9604,0.9474,0.9735,72,8,294,4,0.9635,0.015,0.065888,211
