model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
Classic_ML_SVM,chb19,0.9415,0.8936,0.9894,42,2,187,5,0.9682,0.0095,,N/A
