model,patient,bAcc,sensitivity,specificity,TP,FP,TN,FN,cv_mean,cv_std,final_loss,stopped_epoch
EpiDeNet_CNN,chb10,0.9916,0.9888,0.9944,88,2,356,1,0.976,0.0209,0.050568,31
